timestamp,open,high,low,close,volume
2020-02-20,338.2900,341.2400,335.3900,336.2800,2795561
2020-02-19,338.1200,341.4742,335.8610,338.3000,4933408
2020-02-18,338.7700,339.9900,336.1000,338.8800,2904392
2020-02-14,342.3000,344.5000,338.0000,340.4900,4197440
2020-02-13,344.3200,347.8900,342.6300,342.8200,3779508
2020-02-12,346.4200,349.9500,345.8500,347.4500,4411447
2020-02-11,347.6400,348.0745,342.1000,344.4200,5308416
2020-02-10,337.2200,345.9400,336.3201,344.6700,5866702
2020-02-07,340.3700,340.7400,335.6900,336.7500,5335901
2020-02-06,330.9100,343.4400,325.6600,341.4300,12833674
2020-02-05,320.5000,329.6800,319.2300,329.5500,6066530
2020-02-04,318.2800,319.4800,315.0300,317.9400,3775968
2020-02-03,318.7500,320.7399,314.8800,316.0000,4841642
2020-01-31,321.7500,321.9300,316.9900,318.2700,4996741
2020-01-30,320.5000,325.3500,317.6350,323.3000,6015979
2020-01-29,324.3500,327.1750,319.1400,322.0200,12453405
2020-01-28,318.0500,319.3550,314.0000,316.5600,5490338
2020-01-27,316.2100,321.2564,314.5819,316.6000,7462778
2020-01-24,322.0000,326.2000,312.5100,323.0500,17787515
2020-01-23,308.5000,318.1700,307.7000,317.7900,9694336
2020-01-22,309.8200,312.8399,302.7200,309.0000,18777101
2020-01-21,322.6000,326.5999,305.7500,313.3700,19297403
2020-01-17,332.3900,332.5000,323.0000,324.1500,11010301
2020-01-16,331.0500,332.8700,329.3100,332.0000,4018081
2020-01-15,332.3500,333.1100,329.6900,329.8000,4576134
2020-01-14,330.7600,335.3500,328.2800,332.3500,6944916
2020-01-13,332.4000,334.1000,330.0800,330.2200,5647243
2020-01-10,335.5600,337.7000,329.4548,329.9200,7160434
2020-01-09,334.9500,341.7300,332.0500,336.3400,8174937
2020-01-08,332.1203,334.0300,329.6000,331.3700,8238497
2020-01-07,334.2600,344.1900,330.7100,337.2800,9901768
2020-01-06,329.3000,334.8600,327.8800,333.7400,5353250
2020-01-03,330.6300,334.8900,330.3000,332.7600,3875835
2020-01-02,328.5500,333.3500,327.7000,333.3200,4543965
2019-12-31,325.4100,326.5700,323.3200,325.7600,4957776
2019-12-30,330.5000,330.6299,325.7127,326.4000,4525479
2019-12-27,330.2000,333.6500,329.1700,330.1400,4123776
2019-12-26,332.7000,333.3600,329.3000,329.9200,4591692
2019-12-24,339.5100,339.7500,332.6200,333.0000,4120051
2019-12-23,336.7500,340.5899,334.2000,337.5500,9533291
2019-12-20,334.6200,335.5000,328.0000,328.0000,9481657
2019-12-19,332.9000,334.8100,330.9800,333.5000,5492619
2019-12-18,328.7200,335.2500,328.1400,330.6800,7029215
2019-12-17,322.0600,330.9500,320.6100,327.0000,13525654
2019-12-16,328.5300,336.2330,326.4300,327.0000,16449378
2019-12-13,346.3000,349.3100,341.1000,341.6700,4526133
2019-12-12,348.2500,351.0700,341.0000,346.2900,5968290
2019-12-11,342.1000,350.0300,338.5000,350.0000,7308101
2019-12-10,350.1500,351.4024,347.4500,347.9000,2920843
2019-12-09,352.6700,353.6000,349.5700,351.2100,2844021
2019-12-06,347.7400,354.4000,347.1104,354.0900,2855923
2019-12-05,350.2200,350.4200,345.5900,345.6800,4716897
2019-12-04,354.7000,355.2900,348.8200,348.8400,3013066
2019-12-03,352.0900,355.5580,347.6100,352.0800,4765573
2019-12-02,367.0800,367.3800,355.1600,355.1800,4793225
2019-11-29,367.5000,368.3000,366.1800,366.1800,1390949
2019-11-27,369.9600,371.8300,366.8000,368.0000,4142581
2019-11-26,373.6600,374.7700,371.3600,373.5100,2858993
2019-11-25,372.5200,374.3000,369.2000,373.1300,3324362
2019-11-22,368.2700,373.5500,366.6100,371.3400,3912408
2019-11-21,369.7500,370.7642,366.2550,366.4400,2701384
2019-11-20,366.0000,370.9900,365.7500,370.9100,3774770
2019-11-19,373.5100,374.8300,361.6101,367.0000,6668803
2019-11-18,371.6700,375.6026,367.9000,369.4600,3823813
2019-11-15,370.0000,373.4800,369.3000,371.6800,5492927
2019-11-14,363.1000,368.4800,361.4800,367.4400,5339524
2019-11-13,361.8700,366.6200,361.1153,362.5000,3478495
2019-11-12,366.4900,367.1100,360.0100,362.8800,5769700
2019-11-11,349.0400,369.7500,345.5643,366.9600,11478795
2019-11-08,356.4000,357.0000,350.5500,351.0000,3218071
2019-11-07,356.1200,359.4000,355.0500,357.3100,2832186
2019-11-06,358.8600,359.4000,353.1300,354.1900,3811875
2019-11-05,355.2300,361.6100,353.1901,358.2900,5463949
2019-11-04,346.4600,351.4500,346.0500,351.0900,3700658
2019-11-01,340.5900,345.1900,339.5000,345.1900,3536966
2019-10-31,344.7000,346.0600,339.4500,339.9100,3863271
2019-10-30,346.6300,350.0000,343.2700,346.0600,3995172
2019-10-29,340.1900,349.7200,339.2180,348.9300,6104849
2019-10-28,341.5000,344.9800,339.4900,340.8800,3232493
2019-10-25,342.9200,343.3700,338.9000,339.8300,4055760
2019-10-24,341.7000,345.7400,337.7700,344.5500,5410410
2019-10-23,345.0000,350.8000,336.5000,340.5000,10982471
2019-10-22,336.0700,341.4800,334.4600,337.0000,7961023
2019-10-21,332.8900,334.2400,324.4000,331.0600,15529327
2019-10-18,369.0000,369.3500,344.0000,344.0000,13515689
2019-10-17,372.4200,373.8000,369.0600,369.0600,2401334
2019-10-16,370.2200,377.4200,369.2400,372.4300,3682796
2019-10-15,372.5800,373.5268,370.5300,370.9600,2859260
2019-10-14,374.2500,378.7000,372.6800,373.1800,2135319
2019-10-11,373.0000,376.9400,370.0800,374.9200,3970515
2019-10-10,373.7000,374.5400,370.3300,371.0000,2755520
2019-10-09,376.0000,377.8600,373.5000,374.9600,2781895
2019-10-08,371.0500,377.3400,368.6400,374.1000,4047045
2019-10-07,374.0600,378.1500,373.0600,376.5400,1952684
2019-10-04,372.2500,376.1300,371.7200,375.7000,2012468
2019-10-03,366.2100,372.2500,363.2300,372.0700,2705553
2019-10-02,371.8500,372.9900,363.7702,367.3600,3733916
2019-10-01,381.7000,382.8500,374.6300,374.9400,2950351
2019-09-30,383.0000,383.7700,376.6900,380.4700,3208964
2019-09-27,388.1900,389.6900,381.3060,382.8600,2730418
