timestamp,open,high,low,close,volume
2020-02-20,55.4000,55.8650,54.8750,55.5100,6114250
2020-02-19,55.5900,55.7700,55.3900,55.4400,6819245
2020-02-18,55.4200,55.7600,55.1000,55.4500,7185650
2020-02-14,55.3800,55.8350,55.2400,55.4700,7496836
2020-02-13,55.3100,55.6400,55.0100,55.3100,8480140
2020-02-12,55.5500,55.8900,55.2500,55.7300,7541074
2020-02-11,55.1700,55.5400,55.1100,55.1500,8466065
2020-02-10,54.7200,55.0700,54.4500,54.9900,7198166
2020-02-07,54.2700,54.9700,54.1900,54.7200,7864360
2020-02-06,55.0000,55.3500,54.7100,54.7100,8827872
2020-02-05,54.6700,55.0300,54.5800,54.7400,9612932
2020-02-04,53.7500,54.5600,53.7500,54.0400,9769797
2020-02-03,52.7300,53.4100,52.6900,53.0900,8892487
2020-01-31,53.3400,53.4850,52.2850,52.4500,8884663
2020-01-30,52.8200,53.3250,52.2846,53.3100,7175123
2020-01-29,53.7800,53.9400,53.1800,53.2000,6273345
2020-01-28,52.8600,53.6800,52.6550,53.4600,8620310
2020-01-27,53.1800,53.5150,52.6300,52.6900,8229847
2020-01-24,55.0600,55.1950,53.8800,54.0700,6426029
2020-01-23,54.4100,55.0000,54.2800,54.9800,6583173
2020-01-22,55.4100,55.6450,54.6000,54.7200,6379284
2020-01-21,54.9800,55.3600,54.9150,55.2200,8773031
2020-01-17,55.6300,55.6900,54.8500,55.1300,11166574
2020-01-16,54.9800,55.4500,54.9300,55.4300,9865546
2020-01-15,54.8800,55.1800,54.6800,54.7600,9090725
2020-01-14,54.5200,55.1800,54.5000,54.8800,12627241
2020-01-13,54.4600,54.7900,54.3600,54.5800,10857817
2020-01-10,54.5500,54.6500,54.2200,54.4500,9734775
2020-01-09,54.2500,54.8000,54.0300,54.3800,10671019
2020-01-08,53.9400,54.6000,53.7000,54.1300,11856737
2020-01-07,53.8900,54.3300,53.6100,54.1600,12029590
2020-01-06,53.3600,54.2000,53.3500,54.0400,10975900
2020-01-03,52.9900,54.0500,52.9500,53.7600,11026715
2020-01-02,53.2700,53.9600,53.2300,53.9500,13899603
2019-12-31,52.5700,53.0000,52.5500,52.9800,7094518
2019-12-30,53.4000,53.4900,52.6200,52.7000,5936134
2019-12-27,53.6600,53.8000,53.3400,53.4600,7261963
2019-12-26,53.4500,53.6600,53.2800,53.5700,6702009
2019-12-24,53.7800,53.9600,53.3550,53.4400,3331654
2019-12-23,53.6500,54.0650,53.6100,53.7100,10591499
2019-12-20,53.9100,53.9500,53.3500,53.6000,27423569
2019-12-19,53.3000,53.6000,53.0400,53.2400,11910106
2019-12-18,53.0600,53.6100,52.9500,53.3900,14122979
2019-12-17,53.8900,54.0600,52.8300,52.8400,19778245
2019-12-16,54.6000,54.9800,53.7000,53.9900,19950161
2019-12-13,55.0000,55.4000,54.4200,54.5100,21426748
2019-12-12,56.3000,56.6600,55.7600,56.4700,15405644
2019-12-11,55.8000,56.5000,55.6500,56.3100,12092246
2019-12-10,55.4000,55.9050,55.2300,55.8200,10719699
2019-12-09,54.8400,55.4800,54.7600,55.3100,11996705
2019-12-06,55.0300,55.1300,54.6100,54.8300,9088555
2019-12-05,54.5000,54.8300,54.3000,54.6800,10557403
2019-12-04,54.9000,54.9000,54.1843,54.4100,11436774
