timestamp,open,high,low,close,volume
2020-02-18,139.0200,139.6600,138.1000,139.1400,8214793
2020-02-14,141.1000,141.2800,139.1300,139.5400,9107260
2020-02-13,141.1700,141.9000,140.8200,140.9000,7539761
2020-02-12,141.3400,142.2200,140.8700,141.8500,8160547
2020-02-11,142.8500,142.9900,140.4600,141.0100,10785127
2020-02-10,141.0300,142.5900,140.4600,142.5900,8148315
2020-02-07,141.8900,141.9895,140.1200,141.0200,10939238
2020-02-06,141.9200,143.9450,141.2200,142.7000,9499655
2020-02-05,146.6000,147.3000,138.5700,141.3700,27816970
2020-02-04,145.4900,145.5900,143.2500,144.7300,23389682
2020-02-03,139.7900,141.8200,139.7500,141.3200,12620320
2020-01-31,138.4000,138.6700,137.0600,138.3100,12356927
2020-01-30,135.0900,137.8500,134.8300,137.8100,11833700
2020-01-29,138.6000,138.6800,135.7950,136.0600,9381904
2020-01-28,136.5000,138.9300,135.8600,138.3700,10382604
2020-01-27,135.8600,137.7300,135.0000,135.9000,12811584
2020-01-24,141.4000,142.2500,139.2000,140.0800,13069594
2020-01-23,143.6000,143.6100,140.6500,142.2000,11077968
2020-01-22,144.4500,144.7900,143.5400,144.0100,7548409
2020-01-21,144.2400,144.5900,143.0100,143.5600,9247131
2020-01-17,145.5400,145.6400,144.0100,144.3300,10350186
2020-01-16,145.0900,145.4300,144.4400,145.1200,6944167
2020-01-15,145.7100,145.7100,143.9300,144.3200,6808745
2020-01-14,143.4100,146.7200,142.2900,145.2000,14838554
2020-01-13,144.7500,144.7500,143.3600,143.8800,9921293
2020-01-10,145.3000,145.5000,144.2600,144.6200,5152527
2020-01-09,146.4700,146.6250,144.6100,144.8300,6664102
2020-01-08,145.4900,146.1300,144.8200,145.4000,6984160
2020-01-07,145.9900,146.8699,145.4200,145.7000,6908064
2020-01-06,145.5400,146.0300,144.3100,145.6500,8257580
2020-01-03,146.4000,147.9000,146.0549,146.5000,7320163
2020-01-02,145.2900,148.2000,145.1000,148.2000,9501159
2019-12-31,143.6700,144.7700,143.2600,144.6300,5662700
2019-12-30,145.7500,145.8700,143.4000,143.7700,6602515
2019-12-27,146.0500,146.5100,145.4500,145.7500,5494304
2019-12-26,145.4000,145.8600,145.1700,145.7000,4421594
2019-12-24,144.5800,145.4300,144.4500,145.2900,3508541
2019-12-23,145.9100,146.3300,144.3300,144.6800,9313340
2019-12-20,147.1500,147.8800,145.7700,146.8800,12629924
2019-12-19,146.1800,146.7973,145.3200,146.1500,10243038
2019-12-18,147.7700,147.9500,146.1900,146.2600,9465601
2019-12-17,148.1000,148.4600,147.6200,147.7300,8775779
2019-12-16,147.5900,148.6500,146.5500,148.4600,9133882
2019-12-13,147.4300,147.8000,146.3100,146.3800,9350107
2019-12-12,147.9200,148.9300,147.2500,147.7600,7743607
2019-12-11,147.3900,147.8900,146.7600,147.5900,6851711
2019-12-10,145.2600,146.8500,145.0500,146.1000,7083337
2019-12-09,147.9600,148.5150,145.4000,146.2100,11514410
2019-12-06,148.4000,148.6098,147.1800,147.6600,7084901
2019-12-05,148.6900,148.8300,147.1000,147.4400,7363230
2019-12-04,149.3000,149.3300,148.1800,148.2800,7684268
2019-12-03,147.7400,149.1100,146.8700,148.5800,9386499
2019-12-02,152.9400,152.9700,149.1000,150.6200,10349951
2019-11-29,151.4800,152.4656,151.0100,151.5800,6284938
2019-11-27,152.3000,152.5693,151.1500,151.4800,6154562
2019-11-26,151.7500,153.4100,150.6100,151.6400,24953532
2019-11-25,148.8000,150.2100,147.7000,149.6900,11316608
2019-11-22,147.2100,149.4400,146.6800,148.2900,9626548
2019-11-21,147.1600,147.4703,146.2600,146.9000,6236601
2019-11-20,148.0900,148.9900,146.0300,146.9300,9447779
2019-11-19,148.1800,149.4800,146.8000,148.3800,11502354
2019-11-18,144.7500,149.0400,143.6900,147.6500,15352426
2019-11-15,147.1400,147.2000,144.2100,144.6700,13732455
2019-11-14,148.0000,150.6300,146.2765,147.1500,28390016
2019-11-13,138.5800,149.9200,136.8400,148.7200,46343193
2019-11-12,138.0300,139.3400,136.7400,138.5800,17262295
2019-11-11,137.5000,138.5550,136.2100,136.7400,10137834
2019-11-08,140.2200,140.2500,136.7400,137.9600,24168645
2019-11-07,132.3500,133.7000,131.7500,132.9600,17811243
2019-11-06,131.6000,131.6600,130.6600,131.2700,9108846
2019-11-05,132.7700,132.7700,130.8900,131.4500,7396932
2019-11-04,134.1200,134.1400,132.4700,132.9200,7624173
2019-11-01,130.9900,132.8000,130.5111,132.7500,8499629
2019-10-31,129.5300,130.1500,128.7500,129.9200,9619635
2019-10-30,129.6900,130.3100,129.1535,129.6000,10875830
2019-10-29,130.5000,130.7700,129.4400,129.4800,9299563
2019-10-28,131.4500,132.0800,130.1400,130.5300,8937597
2019-10-25,130.5000,131.7600,130.0300,130.9000,6692690
2019-10-24,131.5200,131.7000,129.6300,130.2600,6786416
2019-10-23,132.4500,132.6800,130.7600,131.1300,7069228
2019-10-22,133.1500,133.6800,132.1000,132.4000,10538705
2019-10-21,131.4400,131.7300,130.0200,130.2600,7389687
2019-10-18,132.3700,133.1600,130.8900,130.8900,8693797
2019-10-17,132.5300,133.4400,130.5100,132.3700,8034234
2019-10-16,129.7600,131.8300,129.7000,130.8600,7664057
2019-10-15,130.0100,130.8900,129.4000,129.7600,5935185
2019-10-14,130.1300,130.3000,129.4800,129.7000,3751724
2019-10-11,130.3000,130.9900,129.8400,130.0200,6807277
2019-10-10,129.2200,130.1400,128.8800,129.3400,4579757
2019-10-09,129.1000,129.8500,128.0600,129.3300,5030849
2019-10-08,129.9000,130.0400,128.3700,128.4700,6775551
2019-10-07,130.2700,131.5650,129.0400,130.9000,5836642
2019-10-04,128.6900,130.4400,128.6100,130.2700,6800320
2019-10-03,128.6000,129.4300,127.5400,128.1500,8630658
2019-10-02,128.5100,129.2200,127.5700,129.1400,8340051
2019-10-01,130.8000,131.7800,129.5100,129.5500,6010393
2019-09-30,130.3500,130.8600,129.8200,130.3200,5843756
2019-09-27,130.1000,131.0000,128.9200,129.9600,8401028
2019-09-26,133.1400,133.3000,129.0600,131.2700,11847316
2019-09-25,131.7900,133.4200,131.2200,133.0900,6611184
