timestamp,open,high,low,close,volume
2020-02-18,122.5800,122.9900,121.6800,122.2700,4835111
2020-02-14,120.8900,123.0000,120.8000,122.9900,5769897
2020-02-13,118.0400,121.1000,117.8000,120.5100,6066472
2020-02-12,118.8500,119.9100,117.8700,118.5600,6482283
2020-02-11,120.7600,121.0000,118.4000,118.8400,4677447
2020-02-10,118.5600,120.1500,118.5000,120.0600,4868408
2020-02-07,119.6000,119.6700,118.4100,118.8800,4166262
2020-02-06,120.0900,120.6000,119.4700,119.8900,4020286
2020-02-05,121.2000,122.1900,118.8910,119.7200,7595345
2020-02-04,118.0400,120.3400,117.3000,120.0800,7396789
2020-02-03,114.3000,117.2400,114.0500,116.5100,8236584
2020-01-31,116.7500,117.3200,113.1500,113.8900,9467156
2020-01-30,112.7900,117.2000,112.4200,117.1200,13653347
2020-01-29,117.4700,117.5300,115.1600,116.6600,9255661
2020-01-28,115.8300,117.2100,114.7154,116.5200,6432992
2020-01-27,113.6300,115.9800,112.3100,115.2400,7002260
2020-01-24,118.4500,119.6000,116.5100,116.9800,7123969
2020-01-23,117.4000,117.9398,115.8000,117.8900,8533941
2020-01-22,116.7300,117.4500,115.4700,115.5000,5305308
2020-01-21,115.3100,116.3900,115.1100,116.1500,8509645
2020-01-17,116.4500,116.7000,115.4700,116.0400,9730424
2020-01-16,115.9200,116.0000,114.8500,115.4000,4793197
2020-01-15,115.1400,115.9500,114.6100,114.8500,5955223
2020-01-14,115.5150,115.5900,114.1200,114.6400,7182707
2020-01-13,113.9800,115.8800,113.8600,115.2800,9069390
2020-01-10,113.6400,113.7100,112.2700,112.9300,6965689
2020-01-09,112.9900,113.5600,111.5900,112.5700,5950181
2020-01-08,110.4000,112.6400,109.8200,111.8200,8295189
2020-01-07,111.5000,111.5600,109.5300,109.6700,6916836
2020-01-06,107.5700,110.2200,107.4400,110.1700,6766627
2020-01-03,109.4900,110.4200,108.7600,108.7600,7099931
2020-01-02,109.4700,111.2100,109.2750,110.7500,7419283
2019-12-31,107.5400,108.4500,107.2000,108.1700,4080618
2019-12-30,109.5200,109.6000,107.7300,107.9700,3769715
2019-12-27,110.1665,110.1800,108.9000,109.4000,3390317
2019-12-26,109.1300,109.7500,108.5700,109.7500,4050317
2019-12-24,108.6400,109.2600,108.3800,108.6900,1679950
2019-12-23,109.0500,109.4500,108.3800,108.6100,4659074
2019-12-20,109.2800,109.6200,108.1300,108.7500,9831071
